,FIPS,Lat,Long_,Confirmed,Deaths,Active,Combined_Key,Population
2068,37007,34.97403241,-80.09953279,14,0,14,"Anson, NC",24446
2069,51023,37.55531756,-79.80982182,23,0,23,"Botetourt, VA",33419
2070,38011,46.11285362,-103.5203343,1,0,1,"Bowman, ND",3024
2071,55017,45.06939744,-91.28068855,20,0,20,"Chippewa, WI",64658
2072,32510,39.15509045,-119.7480219,25,0,25,"Carson City, NV",55916
2073,36009,42.24778241,-78.67923096,32,0,32,"Cattaraugus, NY",76117
2074,35003,33.91514144,-108.4046587,1,0,1,"Catron, NM",3527
2075,13047,34.89872298,-85.13757014,17,0,17,"Catoosa, GA",67580
2076,37033,36.39312665,-79.33353281,3,0,3,"Caswell, NC",22604
2077,48067,33.07499881,-94.34646905,6,0,6,"Cass, TX",30026
2078,31025,40.90899107,-96.13971217,3,0,3,"Cass, NE",26248
2079,27021,46.95043611,-94.32603968,4,0,4,"Cass, MN",29779
2080,19029,41.33149454,-94.92792482,1,0,1,"Cass, IA",12836
2081,21045,37.32533118,-84.92726209,1,0,1,"Casey, KY",16159
2082,30013,47.30797024,-111.3467922,13,0,13,"Cascade, MT",81366
2083,27019,44.82017001,-93.8009918,14,0,14,"Carver, MN",105089
2084,40019,34.25103751,-97.28552485,1,0,1,"Carter, OK",48111
2085,21043,38.31690743,-83.05092385,3,0,3,"Carter, KY",26797
2086,51035,36.73066666,-80.73455942,3,0,3,"Carroll, VA",29791
2087,47015,35.80990797,-86.05738983,7,0,7,"Cannon, TN",14678
2088,47017,35.97366108,-88.45189331,12,0,12,"Carroll, TN",27767
2089,39019,40.5789686,-81.09178213,14,0,14,"Carroll, OH",26914
2090,33003,43.87498583,-71.20430216,29,0,29,"Carroll, NH",48910
2091,28015,33.44834567,-89.91994479,9,0,9,"Carroll, MS",9947
2092,21041,38.66599534,-85.12601074,2,0,2,"Carroll, KY",10631
2093,19027,42.03617207,-94.86032705,1,0,1,"Carroll, IA",20165
2094,5015,36.34038560000001,-93.54270261,2,0,2,"Carroll, AR",28380
2095,51033,38.02679129,-77.34901405,9,0,9,"Caroline, VA",30725
2096,24011,38.87172293,-75.82904158,22,0,22,"Caroline, MD",33406
2097,27017,46.59180601,-92.67601019,27,0,27,"Carlton, MN",35871
2098,16029,42.77149116,-111.5597683,1,0,1,"Caribou, ID",7155
2099,56007,41.69357844,-106.9326084,4,0,4,"Carbon, WY",14800
2100,49007,39.64834818,-110.5872512,2,0,2,"Carbon, UT",20463
2101,19031,41.77233777,-91.13246684,22,0,22,"Cedar, IA",18627
2102,29039,37.72391475,-93.85445441,5,0,5,"Cedar, MO",14349
2103,31027,42.5988851,-97.25311951,0,0,0,"Cedar, NE",8402
2104,42027,40.92058903,-77.82200624,72,0,72,"Centre, PA",162385
2105,26033,46.29552653,-84.54353449,0,0,0,"Chippewa, MI",37349
2106,1021,32.85044126,-86.7173256,35,0,35,"Chilton, AL",44428
2107,5017,33.26458973,-91.29539209,7,0,7,"Chicot, AR",10118
2108,19037,43.06001295,-92.31773347,2,0,2,"Chickasaw, IA",11933
2109,31033,41.21999357,-102.9941693,2,0,2,"Cheyenne, NE",8910
2110,51041,37.37373208,-77.58680140000001,254,0,254,"Chesterfield, VA",352802
2111,45025,34.64137396,-80.15640140000002,28,0,28,"Chesterfield, SC",45650
2112,47023,35.42527478,-88.6095842,5,0,5,"Chester, TN",17297
2113,45023,34.69249168,-81.1583216,22,0,22,"Chester, SC",32244
2114,33005,42.92015988,-72.25311043,26,0,26,"Cheshire, NH",76085
2115,51550,36.67670048,-76.30545744,140,0,140,"Chesapeake, VA",244835
2116,31031,42.54502621,-101.1244332,1,0,1,"Cherry, NE",5689
2117,45021,35.05122251,-81.61828622,8,0,8,"Cherokee, SC",57300
2118,20021,37.16928494,-94.8462897,7,0,7,"Cherokee, KS",19939
2119,1019,34.17805983,-85.60638968,9,0,9,"Cherokee, AL",26196
2120,36017,42.49430041,-75.60887553,71,0,71,"Chenango, NY",47207
2121,47021,36.26136216,-87.08903581,19,0,19,"Cheatham, TN",40667
2122,35005,33.36406072,-104.4665365,19,0,19,"Chaves, NM",64615
2123,20019,37.14994405,-96.2454192,3,0,3,"Chautauqua, KS",3250
2124,13053,32.34341231,-84.78809239,5,0,5,"Chattahoochee, GA",10907
2125,13049,30.78371028,-82.13951596,4,0,4,"Charlton, GA",13392
2126,51037,37.01909701,-78.66314092,5,0,5,"Charlotte, VA",11880
2127,46023,43.20660134,-98.58856175,4,0,4,"Charles Mix, SD",9292
2128,51036,37.35358063,-77.05634116,9,0,9,"Charles City, VA",6963
2129,29041,39.51499357,-92.9629191,4,0,4,"Chariton, MO",7426
2130,48071,29.70972016,-94.67154501,31,0,31,"Chambers, TX",43837
2131,19033,43.08177563,-93.2612239,14,0,14,"Cerro Gordo, IA",42450
2132,30009,45.22850116,-109.0274047,6,0,6,"Carbon, MT",10725
2133,13043,32.40209349,-82.07702563,4,0,4,"Candler, GA",10803
2134,31013,42.22079243,-103.08788340000001,1,0,1,"Box Butte, NE",10783
2135,46013,45.58994323,-98.35165355,15,0,15,"Brown, SD",38839
2136,48051,30.49273808,-96.62158484,8,0,8,"Burleson, TX",18443
2137,38015,46.97847375,-100.4645214,52,0,52,"Burleigh, ND",95626
2138,38013,48.79094471,-102.5182117,2,0,2,"Burke, ND",2115
2139,17011,41.40385234,-89.5283051,7,0,7,"Bureau, IL",32628
2140,1011,32.10030533,-85.71265535,8,0,8,"Bullock, AL",10101
2141,51530,37.73484642,-79.35296097,4,0,4,"Buena Vista, VA",6478
2142,19021,42.73545875,-95.15100162,2,0,2,"Buena Vista, IA",19620
2143,51029,37.57242268,-78.52518834,22,0,22,"Buckingham, VA",17148
2144,51027,37.26818323,-82.03749726,12,0,12,"Buchanan, VA",21004
2145,19019,42.4709188,-91.83510825,8,0,8,"Buchanan, IA",21175
2146,40013,33.96472458,-96.25903472,5,0,5,"Bryan, OK",47995
2147,51025,36.76366949,-77.8593436,9,0,9,"Brunswick, VA",16231
2148,46015,43.71756379,-99.08118954,0,0,0,"Brule, SD",5297
2149,46011,44.36974375,-96.79079945,9,0,9,"Brookings, SD",35077
2150,56005,44.24886082,-105.5474404,13,0,13,"Campbell, WY",46341
2151,54009,40.27367263,-80.57915332,3,0,3,"Brooke, WV",21939
2152,30007,46.33277565,-111.4955813,4,0,4,"Broadwater, MT",6237
2153,51520,36.6163024,-82.16359122,1,0,1,"Bristol, VA",16762
2154,44001,41.71018079,-71.28652315,49,0,49,"Bristol, RI",48479
2155,19017,42.77461496,-92.31795937,9,0,9,"Bremer, IA",25062
2156,21027,37.77377239,-86.42885017,3,0,3,"Breckinridge, KY",20477
2157,21025,37.52333168,-83.31959161,1,0,1,"Breathitt, KY",12630
2158,54007,38.70036159,-80.72011184,1,0,1,"Braxton, WV",13957
2159,5011,33.46755808,-92.15980837,7,0,7,"Bradley, AR",10763
2160,42015,41.78869215,-76.51570822,19,0,19,"Bradford, PA",60323
2161,21023,38.69158994,-84.08532444,5,0,5,"Bracken, KY",8303
2162,21021,37.62680923,-84.8633779,12,0,12,"Boyle, KY",30060
2163,49003,41.52106798,-113.0832816,15,0,15,"Box Elder, UT",56046
2164,48053,30.78801353,-98.181887,7,0,7,"Burnet, TX",48155
2165,31021,41.85056773,-96.32605633,1,0,1,"Burt, NE",6459
2166,1013,31.75300095,-86.68057478,9,0,9,"Butler, AL",19448
2167,19023,42.73172833,-92.79015971,1,0,1,"Butler, IA",14439
2168,51031,37.20553386,-79.09678609,11,0,11,"Campbell, VA",54885
2169,47013,36.40355516,-84.15108559999999,12,0,12,"Campbell, TN",39842
2170,48063,32.97195142,-94.97790104,5,0,5,"Camp, TX",13094
2171,42023,41.43625568,-78.20376845,1,0,1,"Cameron, PA",4447
2172,22023,29.87592238,-93.19310676,2,0,2,"Cameron, LA",6973
2173,13039,30.92951916,-81.66601818,23,0,23,"Camden, GA",54666
2174,16025,43.46665742,-114.8065892,1,0,1,"Camas, ID",1106
2175,55015,44.0816316,-88.21780273,5,0,5,"Calumet, WI",50089
2176,48059,32.29760619,-99.37326312,1,0,1,"Callahan, TX",13943
2177,48057,28.47048236,-96.61633945,19,0,19,"Calhoun, TX",21290
2178,17013,39.16840183,-90.66330078,1,0,1,"Calhoun, IL",4739
2179,12013,30.40666734,-85.19394153,5,0,5,"Calhoun, FL",14105
2180,1015,33.77483727,-85.82630386,62,0,62,"Calhoun, AL",113605
2181,50005,44.46548598,-72.10314651,9,0,9,"Caledonia, VT",29993
2182,48055,29.83668859,-97.61814775,6,0,6,"Caldwell, TX",43664
2183,37027,35.95204977,-81.54799522,19,0,19,"Caldwell, NC",82178
2184,29025,39.65620858,-93.98308093,1,0,1,"Caldwell, MO",9020
2185,22021,32.0902519,-92.11752148,18,0,18,"Caldwell, LA",9918
2186,21033,37.14749129,-87.86948214,10,0,10,"Caldwell, KY",12747
2187,6009,38.20537103,-120.552913,9,0,9,"Calaveras, CA",45905
2188,49005,41.72330587,-111.7443667,37,0,37,"Cache, UT",128289
2189,54011,38.42424062,-82.23855912,28,0,28,"Cabell, WV",91945
2190,13035,33.283094500000004,-83.95435040000002,36,0,36,"Butts, GA",24936
2191,46019,44.90608745,-103.5079318,0,0,0,"Butte, SD",10429
2192,6007,39.66727762,-121.6005252,16,0,16,"Butte, CA",219186
2193,29023,36.71462476,-90.40421163,16,0,16,"Butler, MO",42478
2194,20015,37.78134351,-96.83878537,10,0,10,"Butler, KS",66911
2195,48165,32.74055318,-102.6353295,2,0,2,"Gaines, TX",21492
2196,51640,36.66601852,-80.91703124,1,0,1,"Galax, VA",6347
2197,17059,37.76430935,-88.22953869,2,0,2,"Gallatin, IL",4828
2198,30051,48.56084317,-111.024307,1,0,1,"Liberty, MT",2337
2199,37109,35.48508185,-81.21740317,15,0,15,"Lincoln, NC",86111
2200,35027,33.74526079,-105.4586166,1,0,1,"Lincoln, NM",19572
2201,32017,37.64268459,-114.8790388,1,0,1,"Lincoln, NV",5183
2202,27081,44.41311883,-96.26688165,2,0,2,"Lincoln, MN",5639
2203,23015,44.05996956,-69.54227124,12,0,12,"Lincoln, ME",34634
2204,22061,32.6003154,-92.6659741,41,0,41,"Lincoln, LA",46742
2205,21137,37.45475628,-84.6565327,1,0,1,"Lincoln, KY",24549
2206,16063,43.0012336,-114.1358773,15,0,15,"Lincoln, ID",5366
2207,13181,33.79201475,-82.45024131,9,0,9,"Lincoln, GA",7921
2208,8073,38.98749519,-103.5136649,2,0,2,"Lincoln, CO",5701
2209,5079,33.95317155,-91.74002806,59,0,59,"Lincoln, AR",13024
2210,1083,34.81185586,-86.98310072,37,0,37,"Limestone, AL",98915
2211,48291,30.15152688,-94.81205615,23,0,23,"Liberty, TX",88219
2212,13179,31.82588896,-81.49251135,26,0,26,"Liberty, GA",61435
2213,26091,41.89475156,-84.06603727,56,0,56,"Lenawee, MI",98451
2214,12077,30.23766008,-84.8829258,2,0,2,"Liberty, FL",8354
2215,51678,37.78258621,-79.44262866,3,0,3,"Lexington, VA",7446
2216,30049,47.12610041,-112.394698,16,0,16,"Lewis and Clark, MT",69432
2217,54041,38.9947249,-80.49988181,2,0,2,"Lewis, WV",15907
2218,47101,35.52853208,-87.49022694,2,0,2,"Lewis, TN",12268
2219,36049,43.7844157,-75.44903992,7,0,7,"Lewis, NY",26296
2220,21135,38.53184419,-83.37735618,2,0,2,"Lewis, KY",13275
2221,16061,46.23315327,-116.434146,0,0,0,"Lewis, ID",3838
2222,12075,29.31829741,-82.74007147,7,0,7,"Levy, FL",41503
2223,21133,37.12306748,-82.85346474,1,0,1,"Letcher, KY",21553
2224,21131,37.09246661,-83.37999606,2,0,2,"Leslie, KY",9877
2225,48289,31.29872538,-95.9936328,3,0,3,"Leon, TX",17404
2226,12073,30.45955727,-84.27491114,154,0,154,"Leon, FL",293582
2227,40081,35.70270942,-96.8812462,10,0,10,"Lincoln, OK",34877
2228,41041,44.64252874,-123.869912,4,0,4,"Lincoln, OR",49962
2229,46083,43.27841182,-96.7203905,65,0,65,"Lincoln, SD",61128
2230,47103,35.13738622,-86.58910106,9,0,9,"Lincoln, TN",34366
2231,13187,34.57286511,-84.00425681,11,0,11,"Lumpkin, GA",33610
2232,26095,46.47227431,-85.54471223,1,0,1,"Luce, MI",6229
2233,28087,33.47386518,-88.44191529999998,27,0,27,"Lowndes, MS",58595
2234,1085,32.1597283,-86.65158371,20,0,20,"Lowndes, AL",9726
2235,40085,33.95273467,-97.23906784,2,0,2,"Love, OK",10253
2236,51109,37.97850256,-77.96274807,29,0,29,"Louisa, VA",37591
2237,19115,41.21842119,-91.26102611,166,0,166,"Louisa, IA",11035
2238,47105,35.73939663,-84.31145275,17,0,17,"Loudon, TN",54068
2239,35028,35.86631386,-106.3134985,6,0,6,"Los Alamos, NM",19369
2240,5085,34.75392199,-91.88742357,30,0,30,"Lonoke, AR",73309
2241,13183,31.75218791,-81.74952375,2,0,2,"Long, GA",19559
2242,40083,35.91899576,-97.44352845,7,0,7,"Logan, OK",48011
2243,39091,40.38996525,-83.76784341,8,0,8,"Logan, OH",45672
2244,31113,41.56650314,-100.4817851,0,0,0,"Logan, NE",748
2245,21141,36.85949479,-86.877635,10,0,10,"Logan, KY",27102
2246,17107,40.12581572,-89.36638784,4,0,4,"Logan, IL",28618
2247,8075,40.7249637,-103.110817,13,0,13,"Logan, CO",22409
2248,5083,35.21413234,-93.71951016,2,0,2,"Logan, AR",21466
2249,48299,30.70645047,-98.68475262,3,0,3,"Llano, TX",21795
2250,29117,39.78110272,-93.54645978,2,0,2,"Livingston, MO",15227
2251,21139,37.21137452,-88.34797529,1,0,1,"Livingston, KY",9194
2252,17105,40.89188292,-88.55784752,17,0,17,"Livingston, IL",35648
2253,48297,28.35101362,-98.1246786,3,0,3,"Live Oak, TX",12207
2254,20107,38.21267844,-94.84254089,6,0,6,"Linn, KS",9703
2255,56023,42.26376367,-110.6563997,5,0,5,"Lincoln, WY",19830
2256,54043,38.172154,-82.07017953,1,0,1,"Lincoln, WV",20409
2257,53043,47.57705241,-118.4194388,2,0,2,"Lincoln, WA",10939
2258,37107,35.24032589999999,-77.64245615,15,0,15,"Lenoir, NC",55949
2259,26089,44.94430054,-85.80150326,5,0,5,"Leelanau, MI",21761
2260,51111,36.94618528,-78.24133319,3,0,3,"Lunenburg, VA",12196
2261,31107,42.63758421,-97.89178836,2,0,2,"Knox, NE",8332
2262,6033,39.10124298,-122.7536244,5,0,5,"Lake, CA",64386
2263,55065,42.66005229,-90.1317729,3,0,3,"Lafayette, WI",16665
2264,12067,29.98484137,-83.18166636,1,0,1,"Lafayette, FL",8422
2265,5073,33.24116713,-93.60677071,4,0,4,"Lafayette, AR",6624
2266,27073,44.9973857,-96.17488219,1,0,1,"Lac qui Parle, MN",6623
2267,20099,37.19113093,-95.29849679,20,0,20,"Labette, KS",19618
2268,8067,37.28632032,-107.8429014,44,0,44,"La Plata, CO",56221
2269,4012,33.72854224,-113.9810029,5,0,5,"La Paz, AZ",21108
2270,55063,43.90632465,-91.11451093,25,0,25,"La Crosse, WI",118016
2271,19109,43.20405458,-94.20691791,1,0,1,"Kossuth, IA",14813
2272,16055,47.67282258,-116.7020872,45,0,45,"Kootenai, ID",165697
2273,27071,48.24539665,-93.78352843,1,0,1,"Koochiching, MN",12229
2274,48275,33.60519951,-99.7422906,1,0,1,"Knox, TX",3664
2275,23013,44.11486325,-69.10529169,12,0,12,"Knox, ME",39772
2276,51105,36.70586667,-83.12606515,6,0,6,"Lee, VA",23423
2277,21121,36.89225732,-83.85403396,1,0,1,"Knox, KY",31145
2278,18083,38.68861576,-87.4194665,16,0,16,"Knox, IN",36594
2279,17095,40.93148779,-90.21330340000002,2,0,2,"Knox, IL",49699
2280,21119,37.35388197,-82.94981134,1,0,1,"Knott, KY",14806
2281,41035,42.68762984,-121.64964609999998,26,0,26,"Klamath, OR",68238
2282,53037,47.12521214,-120.679439,14,0,14,"Kittitas, WA",47935
2283,40075,34.91671958,-98.97720696,2,0,2,"Kiowa, OK",8708
2284,46077,44.36956169,-97.4913945,0,0,0,"Kingsbury, SD",4939
2285,40073,35.94530008,-97.94193268,6,0,6,"Kingfisher, OK",15765
2286,51097,37.71044922,-76.88689628,2,0,2,"King and Queen, VA",7025
2287,51101,37.70965316,-77.09384941,2,0,2,"King William, VA",17148
2288,51099,38.26818502,-77.15852768,17,0,17,"King George, VA",26836
2289,31105,41.19774275,-103.7148131,9,0,9,"Kimball, NE",3632
2290,8065,39.20278823,-106.3555697,5,0,5,"Lake, CO",8127
2291,26085,43.99050893,-85.802173,2,0,2,"Lake, MI",11853
2292,30047,47.64514965,-114.0898013,5,0,5,"Lake, MT",30458
2293,46079,44.02193107,-97.12926365,2,0,2,"Lake, SD",12797
2294,48287,30.31120597,-96.97045773,2,0,2,"Lee, TX",17239
2295,37105,35.47623147,-79.17569362,16,0,16,"Lee, NC",61779
2296,19111,40.64181461,-91.48183025,2,0,2,"Lee, IA",33657
2297,17103,41.74583951,-89.29977132,15,0,15,"Lee, IL",34096
2298,35025,32.79215361,-103.4123733,2,0,2,"Lea, NM",71070
2299,27079,44.37136597,-93.72844721,21,0,21,"Le Sueur, MN",28887
2300,40079,34.89851864,-94.70392124,4,0,4,"Le Flore, OK",49853
2301,47099,35.21675201,-87.39787695,15,0,15,"Lawrence, TN",44142
2302,46081,44.35919441,-103.7929428,9,0,9,"Lawrence, SD",25844
2303,39087,38.59743452,-82.53466552,17,0,17,"Lawrence, OH",59463
2304,28077,31.55147224,-90.10841127,7,0,7,"Lawrence, MS",12586
2305,21127,38.07136018,-82.72882223,1,0,1,"Lawrence, KY",15317
2306,17101,38.71987914,-87.72884035,2,0,2,"Lawrence, IL",15678
2307,1079,34.52041498,-87.31069453,8,0,8,"Lawrence, AL",32924
2308,48285,29.38508402,-96.93186692,4,0,4,"Lavaca, TX",20154
2309,47097,35.75893438,-89.63015909999999,9,0,9,"Lauderdale, TN",25633
2310,16057,46.81587887,-116.7113698,3,0,3,"Latah, ID",40108
2311,8071,37.3153406,-104.0376458,2,0,2,"Las Animas, CO",14506
2312,21123,37.54567114,-85.70138352,4,0,4,"Larue, KY",14398
2313,56021,41.30702520000001,-104.6887497,64,0,64,"Laramie, WY",99500
2314,51103,37.71889653,-76.46400482,1,0,1,"Lancaster, VA",10603
2315,48281,31.19531316,-98.24206613,3,0,3,"Lampasas, TX",21428
2316,48279,34.06859623,-102.3516289,2,0,2,"Lamb, TX",12893
2317,48277,33.66981763,-95.57404777,7,0,7,"Lamar, TX",49859
2318,13171,33.07841647,-84.14263877,21,0,21,"Lamar, GA",19077
2319,1075,33.77995024,-88.09668032,7,0,7,"Lamar, AL",13805
2320,47095,36.34180170000001,-89.48921915,4,0,4,"Lake, TN",7016
2321,35029,32.18179341,-107.75088259999998,2,0,2,"Luna, NM",23709
2322,42081,41.34310539,-77.06629984,30,0,30,"Lycoming, PA",113299
2323,21077,38.75398691,-84.8558382,1,0,1,"Gallatin, KY",8869
2324,51117,36.67882005,-78.36131056,57,0,57,"Mecklenburg, VA",30587
2325,54055,37.40481169,-81.11023142,8,0,8,"Mercer, WV",58758
2326,42085,41.30248872,-80.25816981,47,0,47,"Mercer, PA",109424
2327,38057,47.31213126,-101.8318399,0,0,0,"Mercer, ND",8187
2328,21167,37.81474237,-84.87488475,9,0,9,"Mercer, KY",21933
2329,17131,41.20596782,-90.74290052,3,0,3,"Mercer, IL",15437
2330,55078,45.00422544,-88.70950714,1,0,1,"Menominee, WI",4556
2331,26109,45.58038692,-87.55370409,1,0,1,"Menominee, MI",22780
2332,21165,37.94090733,-83.59985712,3,0,3,"Menifee, KY",6489
2333,6045,39.4381191,-123.3911313,4,0,4,"Mendocino, CA",86749
2334,17129,40.02742725,-89.80246001,2,0,2,"Menard, IL",12196
2335,47121,35.51558739,-84.81482914,3,0,3,"Meigs, TN",12422
2336,39105,39.09224872,-82.0305041,2,0,2,"Meigs, OH",22907
2337,27093,45.12328869,-94.52839455,3,0,3,"Meeker, MN",23222
2338,30059,46.59907074,-110.8898557,1,0,1,"Meagher, MT",1862
2339,40089,34.11664328,-94.77222373,7,0,7,"McCurtain, OK",32832
2340,46093,44.56676791,-102.7162741,1,0,1,"Meade, SD",28332
2341,20113,38.39184858,-97.64769869,14,0,14,"McPherson, KS",28542
2342,47109,35.17468549,-88.5647812,9,0,9,"McNairy, TN",25694
2343,47107,35.42812616,-84.61520715,5,0,5,"McMinn, TN",53794
2344,27085,44.82367677,-94.27287017,2,0,2,"McLeod, MN",35893
2345,38055,47.60766714,-101.3182418,3,0,3,"McLean, ND",9450
2346,38053,47.74133370000001,-103.395905,9,0,9,"McKenzie, ND",15024
2347,42083,41.80938602,-78.56478358,4,0,4,"McKean, PA",40625
2348,40091,35.37235506,-95.66599306,1,0,1,"McIntosh, OK",19596
2349,38051,46.11182017,-99.44145858,1,0,1,"McIntosh, ND",2497
2350,54047,37.38002939,-81.65083669,6,0,6,"McDowell, WV",17624
2351,37111,35.67736232,-82.0482425,20,0,20,"McDowell, NC",45756
2352,17109,40.45674722,-90.67775541,2,0,2,"McDonough, IL",29682
2353,13199,33.04163534,-84.68859732,26,0,26,"Meriwether, GA",21167
2354,31121,41.16624273,-98.0374887,2,0,2,"Merrick, NE",7755
2355,33013,43.29662971,-71.6811573,81,0,81,"Merrimack, NH",151391
2356,8077,39.01787888,-108.469799,35,0,35,"Mesa, CO",154210
2357,54063,37.56274716,-80.54577965,1,0,1,"Monroe, WV",13275
2358,47123,35.44550387,-84.24902965,9,0,9,"Monroe, TN",46545
2359,39111,39.72984936,-81.08464734,2,0,2,"Monroe, OH",13654
2360,21171,36.71225341,-85.71596443,3,0,3,"Monroe, KY",10650
2361,5095,34.6815935,-91.20540287,2,0,2,"Monroe, AR",6701
2362,19133,42.05220391,-95.95743843,6,0,6,"Monona, IA",8615
2363,29135,38.63571781,-92.57976951,4,0,4,"Moniteau, MO",16132
2364,4015,35.70471703,-113.7577902,45,0,45,"Mohave, AZ",212181
2365,8081,40.61810999,-108.2070876,3,0,3,"Moffat, CO",13283
2366,48335,32.30623474,-100.9212058,1,0,1,"Mitchell, TX",8545
2367,37121,36.01059309,-82.1582442,4,0,4,"Mitchell, NC",14964
2368,20123,39.39331582,-98.20906732,2,0,2,"Mitchell, KS",5979
2369,19131,43.35638371,-92.78887719,2,0,2,"Mitchell, IA",10586
2370,5093,35.76271485,-90.05194370000002,7,0,7,"Mississippi, AR",40651
2371,16067,42.85518524,-113.6357257,6,0,6,"Minidoka, ID",21039
2372,54059,37.73048351,-82.13338365,1,0,1,"Mingo, WV",23424
2373,54057,39.41561583,-78.94104895,6,0,6,"Mineral, WV",26868
2374,8079,37.66954283,-106.9281698,2,0,2,"Mineral, CO",769
2375,46097,44.02197882,-97.60992207,1,0,1,"Miner, SD",2216
2376,19129,41.03299766,-95.61920963,2,0,2,"Mills, IA",15109
2377,13201,31.16568912,-84.73151117,15,0,15,"Miller, GA",5718
2378,5091,33.31403423,-93.89285258,28,0,28,"Miller, AR",43257
2379,48331,30.78581830000001,-96.97718698,8,0,8,"Milam, TX",24823
2380,42087,40.61116939,-77.61070738,15,0,15,"Mifflin, PA",46138
2381,51119,37.63191998,-76.55064617,3,0,3,"Middlesex, VA",10582
2382,20121,38.56383358,-94.83832189,4,0,4,"Miami, KS",34237
2383,18103,40.76940965,-86.04525048,17,0,17,"Miami, IN",35516
2384,29119,36.62869595,-94.34867205,4,0,4,"McDonald, MO",22837
2385,48307,31.1925468,-99.34682807,3,0,3,"McCulloch, TX",7984
2386,46085,43.89522709,-99.85201878,2,0,2,"Lyman, SD",3781
2387,29123,37.47865134,-90.3467143,1,0,1,"Madison, MO",12088
2388,17121,38.64963204,-88.91899208,17,0,17,"Marion, IL",37205
2389,13197,32.3483402,-84.52733571,17,0,17,"Marion, GA",8359
2390,5089,36.26844485,-92.68451899,1,0,1,"Marion, AR",16694
2391,29125,38.16193985,-91.92249662,2,0,2,"Maries, MO",8697
2392,55071,44.11946801,-87.80928853,4,0,4,"Manitowoc, WI",78981
2393,26101,44.33352407,-86.05626916,10,0,10,"Manistee, MI",24558
2394,51685,38.77058531,-77.44399307,14,0,14,"Manassas Park, VA",17478
2395,41045,43.1937027,-117.6227395,4,0,4,"Malheur, OR",30571
2396,27087,47.32557075,-95.80921485,1,0,1,"Mahnomen, MN",5527
2397,19123,41.33521503,-92.64083907,7,0,7,"Mahaska, IA",22095
2398,51113,38.41531222,-78.28220331,8,0,8,"Madison, VA",13261
2399,48313,30.96694679,-95.93003775,1,0,1,"Madison, TX",14284
2400,47113,35.61181957,-88.84076036,73,0,73,"Madison, TN",97984
2401,22065,32.36918118,-91.23973355,2,0,2,"Madison, LA",10951
2402,21147,36.73874143,-84.48102924,9,0,9,"McCreary, KY",17231
2403,16065,43.78141028,-111.65384740000002,5,0,5,"Madison, ID",39907
2404,12079,30.44396917,-83.47398594,15,0,15,"Madison, FL",18493
2405,5087,36.01038185,-93.72524943,1,0,1,"Madison, AR",16576
2406,17117,39.26119767,-89.92424028,17,0,17,"Macoupin, IL",44926
2407,29121,39.83049768,-92.56453089,2,0,2,"Macon, MO",15117
2408,13193,32.35207048,-84.04234127,47,0,47,"Macon, GA",12947
2409,26097,46.07028979,-85.04980537,4,0,4,"Mackinac, MI",10799
2410,32019,39.01777974,-119.1870479,10,0,10,"Lyon, NV",57510
2411,27083,44.41327865,-95.83806103,5,0,5,"Lyon, MN",25474
2412,20111,38.45576156,-96.15275715,32,0,32,"Lyon, KS",33195
2413,19119,43.38107862,-96.20926845,4,0,4,"Lyon, IA",11755
2414,48305,33.17657705,-101.8162849,5,0,5,"Lynn, TX",5951
2415,51680,37.40021399,-79.19888138,34,0,34,"Lynchburg, VA",82168
2416,19125,41.33445101,-93.09934783,3,0,3,"Marion, IA",33253
2417,20115,38.35855394,-97.0985251,5,0,5,"Marion, KS",11884
2418,21155,37.55218078,-85.26898542,11,0,11,"Marion, KY",19273
2419,28091,31.23132643,-89.8209217,34,0,34,"Marion, MS",24573
2420,40087,35.01123903,-97.44572302,19,0,19,"McClain, OK",40474
2421,48323,28.7429195,-100.3157686,10,0,10,"Maverick, TX",58722
2422,47119,35.6187413,-87.07462444,33,0,33,"Maury, TN",96387
2423,51115,37.44164146,-76.34098896,3,0,3,"Mathews, VA",8834
2424,2170,62.31305045,-149.5741743,15,0,15,"Matanuska-Susitna, AK",108317
2425,17127,37.22078441,-88.71036614,4,0,4,"Massac, IL",13772
2426,54053,38.77071799,-82.02524219,9,0,9,"Mason, WV",26516
2427,53045,47.35007586,-123.1863685,19,0,19,"Mason, WA",66768
2428,48319,30.71780434,-99.22629416,1,0,1,"Mason, TX",4274
2429,26105,43.99509218,-86.24988902,3,0,3,"Mason, MI",29144
2430,21161,38.59471935,-83.82151043,6,0,6,"Mason, KY",17070
2431,17125,40.23917274,-89.91824452,3,0,3,"Mason, IL",13359
2432,51690,36.68212094,-79.86352771,0,0,0,"Martinsville, VA",12554
2433,48317,32.30600051,-101.9513518,2,0,2,"Martin, TX",5771
2434,37117,35.84326734,-77.10860251,7,0,7,"Martin, NC",22440
2435,21159,37.79990579,-82.51247478,1,0,1,"Martin, KY",11195
2436,18101,38.7099921,-86.80373186,5,0,5,"Martin, IN",10255
2437,54051,39.86064362,-80.66591062,7,0,7,"Marshall, WV",30531
2438,46091,45.75870838,-97.59855639,1,0,1,"Marshall, SD",4935
2439,40095,34.02311222,-96.76855464,1,0,1,"Marshall, OK",16931
2440,21157,36.88007070000001,-88.32803576,12,0,12,"Marshall, KY",31100
2441,19127,42.03586837,-92.9990819,44,0,44,"Marshall, IA",39369
2442,18099,41.32467367,-86.26185087,19,0,19,"Marshall, IN",46258
